nd_id,ca_id,dmnd_pf_id,grid_losses,grid_losses_absolute,dmnd_sum,dmnd_sum_yr2020,dmnd_sum_yr2025,dmnd_sum_yr2030,dmnd_sum_yr2035,dmnd_sum_yr2040,dmnd_sum_yr2045,dmnd_sum_yr2050,vc_dmnd_flex
89,0,440,0.0,0.0,870.686900381,5076.352525971385,39642.37900614325,105999.99186580775,204496.09562683193,335130.6905591287,497903.7764014921,692779.6828529871,0.0
90,0,441,0.0,0.0,39.220137041,228.6645654711275,1785.6930391072276,4774.775186697625,9211.537340603372,15095.979512982709,22428.101692069602,31206.297107289745,0.0
91,0,442,0.0,0.0,1079.62616975,6294.527954327794,49155.3850040147,131436.87491052836,253569.14908656193,415552.20786679944,617386.0509273532,859026.4481433006,0.0
92,0,443,0.0,0.0,81.583841362,475.65702320226956,3714.5127124736127,9932.257527900283,19161.39661394624,31401.92999590247,46653.85764929383,64913.83724730739,0.0
93,0,444,0.0,0.0,1294.463619501,7547.0914536057935,58936.935184700356,157591.81983517564,304027.4936984776,498243.95717589,740241.2098790739,1029966.2202224651,0.0
94,0,445,0.0,0.0,263.787754505,1537.9577128308863,12010.257805292322,32114.299433693268,61955.1825654398,101532.90728230611,150847.4735051559,209888.07437726256,0.0
95,0,446,0.0,0.0,1037.720729418,6050.207306126696,47247.430092400056,126335.18297927118,243726.92115173567,399422.6449314869,593422.3540072088,825683.5350360584,0.0
96,0,447,0.0,0.0,827.5494424240001,4824.848864243871,37678.33032579139,100748.31047430786,194364.5067357932,318526.91936678765,473235.5481190265,658456.4899469524,0.0
97,0,448,0.0,0.0,546.445346104,3185.9319484265907,24879.659389521934,66525.86850311651,128342.27746256714,210328.8864372719,312485.69526329724,434790.3171677038,0.0
98,0,449,0.0,0.0,218.052709976,1271.3093818193481,9927.940995095574,26546.380189777938,51213.50489071284,83929.3151654966,124693.81094871344,173498.059056941,0.0
99,0,450,0.0,0.0,906.765718477,5286.70230761568,41285.04777769532,110392.33361693606,212969.83909561983,349017.564494844,518535.50954257895,721486.5258608699,0.0
100,0,451,0.0,0.0,617.845268746,3602.2138259870258,28130.4982308378,75218.30572246536,145111.8020780835,237810.98748922427,353315.8617705341,491601.1130370429,0.0
101,0,452,0.0,0.0,197.799384762,1153.226729416493,9005.806995012728,24080.680628890867,46456.656099360735,76133.73346774014,113111.91267468927,157383.09027501318,0.0
102,0,453,0.0,0.0,502.277089313,2928.4184360139966,22868.678433011275,61148.6946206058,117968.58737896713,193328.35686380116,287228.00292442477,399646.948273043,0.0
103,0,454,0.0,0.0,72.667527435,423.6723744084561,3308.5528939932647,8846.759166409585,17067.243842546122,27970.00694492981,41555.0484517604,57819.39131977391,0.0
104,0,455,0.0,0.0,349.92208629,2040.145390787576,15931.95436988712,42600.547090091364,82185.34169813254,134686.3383024865,200103.53679817662,278422.60157717176,0.0
105,0,456,0.0,0.0,506.436757639,2952.6704866703844,23058.068153066768,61655.10491405057,118945.5584708687,194929.4289805165,289606.716291063,402956.6727014212,0.0
106,0,457,0.0,0.0,188.935567244,1101.5481496336124,8602.237338301358,23001.573335101486,44374.83303071626,72722.0164837157,108043.12363741918,150330.41417950776,0.0
